"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19429","should login with valid credentials","","Fri Jul 18 13:17:45 BRT 2025","passed","Fri Jul 18 13:18:05 BRT 2025","","E2e","",""
