"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19108","should login with valid credentials","","Fri Jul 18 11:41:14 BRT 2025","passed","Fri Jul 18 11:41:33 BRT 2025","","E2e","",""
